index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
830,positive,4,1,1,1,1,1,1,1
835,positive,4,1,1,1,1,1,1,1
937,positive,5,0,0,0,0,0,0,0
957,positive,4,1,1,1,1,1,1,1
1009,negative,1,1,0,0,0,0,0,0
1029,positive,5,1,0,0,0,0,0,0
1086,positive,4,1,0,1,0,1,0,0
1088,negative,1,1,0,0,0,0,0,0
1105,positive,5,1,0,0,0,0,0,0
1299,positive,5,0,1,1,1,1,1,0
1321,negative,1,0,0,0,0,0,0,0
1325,neutral,3,1,0,1,1,0,0,0
1358,positive,4,1,1,1,1,1,1,1
1536,positive,4,1,1,1,1,1,0,0
1545,positive,5,0,0,1,0,0,1,0
1548,positive,4.5,1,0,1,0,0,0,0
1556,positive,4,1,1,0,0,0,1,0
1577,negative,1,1,0,1,0,0,1,0
1710,positive,5,1,0,1,0,0,0,0
1741,positive,5,1,0,0,0,0,0,0
1782,positive,4,1,1,0,1,1,1,0
1784,positive,5,1,0,0,0,1,1,0
1809,positive,5,1,0,0,0,0,0,0
1827,positive,4,1,0,0,0,0,0,0
1868,positive,4,1,0,1,0,0,1,0
1908,neutral,3,1,0,0,0,0,0,0
1954,positive,5,1,0,1,1,1,1,0
1957,negative,1,0,0,1,0,1,0,0
2011,positive,5,1,1,1,1,0,0,0
2040,negative,1,1,0,0,0,0,1,0
2071,positive,4,1,1,1,1,1,1,0
2088,positive,4,1,1,0,0,0,1,0
2118,positive,4,1,0,1,0,1,0,0
2119,positive,5,1,0,0,0,0,1,0
2214,positive,5,1,1,1,1,1,1,0
2231,negative,1,0,0,0,0,0,0,0
2241,positive,5,1,0,0,0,0,0,0
2300,positive,5,1,0,1,1,1,0,0
2330,positive,5,1,0,1,0,0,1,0
2398,positive,5,1,0,1,1,1,1,0
2500,positive,4,1,0,0,1,0,1,0
2510,positive,4,1,0,0,1,0,0,0
2518,positive,5,0,0,0,0,0,0,0
2575,positive,4,1,0,1,1,0,1,0
2589,positive,5,1,1,1,1,1,1,0
2623,positive,4.5,1,0,1,1,1,1,0
2646,positive,5,1,1,1,1,1,0,0
2659,positive,5,1,0,0,1,1,0,0
2668,positive,5,1,1,1,1,1,0,1
2717,positive,5,1,0,0,1,0,0,0
2721,positive,4,1,0,0,1,1,0,0
2735,positive,5,1,0,1,1,1,0,1
2739,neutral,3,0,0,1,0,1,0,0
2766,negative,1,1,0,0,0,1,0,1
2770,negative,2,0,0,1,0,0,0,0
2822,neutral,3,1,0,0,0,1,0,0
2849,positive,5,0,0,0,0,0,0,0
2868,negative,1,1,0,0,0,0,0,0
2875,positive,4,1,0,1,1,1,0,0
2877,positive,5,0,0,0,0,0,0,0
2880,negative,1,0,0,1,0,0,0,0
2881,negative,2,1,0,1,0,1,0,0
2913,negative,1,1,0,0,0,1,0,1
2957,negative,1,1,0,1,0,1,0,1
2969,positive,4,0,0,1,1,1,1,0
2983,negative,1,0,0,0,0,0,0,0
3018,negative,1,1,0,0,0,1,1,1
3177,negative,1,1,0,0,0,0,1,0
3273,positive,4,0,0,1,1,0,0,0
3295,neutral,3,0,0,1,1,1,0,1
3366,positive,5,0,1,1,0,1,0,1
3432,negative,1,1,0,1,0,1,0,0
3449,positive,4,1,0,0,0,0,0,0
3550,negative,1,1,0,1,0,0,0,0
3602,negative,1,1,1,0,1,1,0,1
3611,negative,1,0,0,0,0,0,1,0
3650,positive,5,0,1,1,1,1,1,0
3785,positive,4,0,0,0,0,0,0,0
3794,positive,4,1,0,0,0,0,1,0
3812,positive,4,1,0,1,0,0,0,0
3817,positive,4,0,1,1,1,1,1,0
3839,positive,4,1,1,1,1,1,1,0
3840,positive,5,1,0,0,0,0,1,0
3857,positive,4,1,0,1,0,0,1,0
3880,neutral,3,1,1,0,1,0,0,0
3908,positive,5,1,1,1,1,0,1,0
3945,positive,5,1,0,1,1,0,1,0
3955,positive,4,1,0,1,1,0,1,0
3964,positive,5,1,0,0,0,0,0,0
3990,positive,4,1,0,0,1,1,0,0
4012,positive,4,1,1,0,1,0,1,0
4017,positive,5,1,1,1,1,1,1,1
4139,positive,4,1,1,1,1,1,1,0
4190,positive,4.5,1,0,1,0,0,1,0
4213,negative,1,1,0,0,0,0,0,0
4237,positive,5,1,0,0,1,0,0,0
4449,positive,4,1,0,1,0,1,1,0
4469,positive,4,1,1,1,1,1,1,1
4475,negative,2,1,0,0,0,0,0,0
4485,positive,4,1,1,0,0,1,0,0
4554,positive,4,1,0,0,0,0,0,0
4592,negative,1,1,0,0,0,0,0,1
4642,neutral,3,0,0,0,1,1,1,0
4694,positive,4,0,1,0,1,1,1,0
4742,positive,4,0,1,1,1,1,0,1
4777,positive,4,0,0,1,0,0,1,0
4791,positive,4,0,1,1,1,1,1,1
4810,positive,5,0,1,0,0,1,1,1
4822,positive,4,1,1,1,1,0,1,0
4847,positive,5,1,0,1,0,0,0,0
4896,positive,5,0,0,1,1,1,0,1
4907,negative,2,1,0,1,1,0,1,0
4943,positive,5,1,0,1,1,1,0,1
4955,positive,5,0,0,1,1,1,0,1
4959,positive,5,0,0,1,1,0,0,0
4985,positive,4,0,0,1,1,0,1,0
5006,positive,4,0,0,1,1,1,0,1
5007,positive,4,0,1,0,1,1,0,1
5020,positive,4,1,1,1,1,1,0,1
