index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
556,positive,4,0,1,1,1,1,0,0
9816,positive,5,1,1,1,0,0,0,0
9873,negative,2,0,0,0,0,0,0,1
4836,neutral,3,0,0,0,0,0,0,1
3369,negative,1,1,1,1,0,0,0,0
7633,positive,5,0,0,1,1,0,0,0
12172,positive,5,1,0,1,1,1,0,0
5192,negative,1,0,0,1,0,0,0,0
2751,positive,5,1,0,0,0,0,0,0
710,positive,5,1,1,0,0,1,0,0
3687,positive,5,1,1,1,1,1,1,0
3408,negative,1,1,0,0,0,0,0,0
5036,positive,5,1,1,1,1,1,1,1
9033,positive,5,1,1,1,1,1,1,1
17526,positive,5,1,1,1,1,1,0,0
3,negative,1,0,0,0,0,0,1,0
12038,positive,5,1,0,0,1,0,0,0
4470,positive,5,1,1,1,1,1,1,0
1898,positive,4,1,0,1,0,0,1,0
398,negative,1,0,0,0,0,0,1,0
18668,negative,2,0,0,1,0,0,0,0
8525,positive,4,1,0,1,0,0,1,0
928,negative,2,0,0,0,0,0,0,0
1398,positive,5,1,1,1,1,1,0,1
191,positive,5,1,1,1,1,1,0,0
5264,positive,5,0,1,1,1,1,0,0
5545,positive,4,1,0,1,0,1,0,0
1189,negative,1,1,0,0,0,0,0,0
10726,positive,5,1,0,1,1,1,1,0
4685,negative,1,1,0,0,0,0,0,0
7896,positive,4,0,0,1,1,0,0,1
1691,positive,4,1,1,1,1,1,1,0
1325,negative,2,1,1,1,1,1,1,1
4754,positive,5,1,0,0,0,0,0,0
6388,negative,1,1,0,0,0,0,0,0
7085,negative,2,0,0,0,0,0,0,0
11470,positive,4,1,1,1,1,1,0,1
2330,positive,4,1,1,1,1,0,1,0
2778,positive,5,1,1,1,1,1,1,0
2214,positive,5,1,0,0,1,1,1,0
1492,positive,5,1,0,1,1,1,0,0
8858,positive,4,1,1,0,1,0,1,0
5856,positive,5,1,1,1,0,0,0,0
2047,negative,1,0,1,1,1,1,0,1
2765,negative,1,1,0,0,0,0,0,0
5738,negative,1,0,0,1,0,0,0,1
2084,neutral,3,0,0,1,1,1,0,0
577,negative,2,0,0,0,1,0,0,0
5592,negative,1,1,0,0,0,0,0,0
6153,positive,5,1,1,1,1,1,0,0
10192,neutral,3,1,0,1,1,1,0,1
2203,negative,1,1,1,1,1,1,0,0
3441,negative,2,0,1,1,0,1,1,1
16039,positive,4,1,1,1,0,0,0,0
7868,positive,5,0,0,1,0,1,0,0
13676,negative,1,0,0,1,0,0,0,0
4885,positive,4,0,0,0,0,0,0,0
2850,positive,4,1,1,1,1,0,0,0
1076,positive,5,0,0,1,1,1,0,0
16954,positive,4,0,1,1,1,1,0,0
4322,negative,1,1,0,1,0,1,0,1
7267,positive,5,1,0,0,1,0,0,0
1019,positive,4,0,0,1,1,1,0,0
5192,positive,5,0,0,1,1,1,0,1
3185,positive,5,1,1,1,1,1,1,0
1895,positive,5,0,0,1,1,0,0,0
1983,positive,4,1,0,1,1,0,1,0
2383,positive,5,1,0,0,0,0,0,0
5815,positive,4,0,0,1,0,0,0,0
2197,positive,5,1,0,0,0,0,0,0
1984,positive,5,1,0,1,1,1,0,1
