index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
8097,positive,4,0,0,1,1,1,0,0
8184,negative,1,1,0,0,0,0,0,1
8185,negative,1,1,0,0,0,0,0,0
8203,negative,1,1,0,0,0,0,0,0
8204,positive,5,1,0,1,1,1,0,1
8226,neutral,3,0,0,1,1,1,0,1
8309,positive,5,0,0,0,1,1,0,1
8334,positive,4,1,0,1,0,0,0,0
8339,neutral,3,1,0,0,1,0,1,0
8382,positive,5,1,0,1,1,0,1,0
8383,positive,5,1,0,0,0,1,0,0
8384,positive,5,1,0,0,0,0,0,0
8437,positive,5,1,0,0,0,1,0,0
8454,positive,5,1,1,1,1,1,0,0
8467,negative,2,1,0,0,0,0,0,1
8481,neutral,3,1,0,0,0,0,1,0
8566,positive,4,1,0,1,1,0,0,0
8576,neutral,3,1,0,1,1,0,1,0
8658,negative,1,0,0,0,0,0,0,0
8665,positive,4,1,0,1,0,0,0,0
8695,negative,2,1,0,1,0,0,0,0
8718,positive,5,0,0,1,0,0,0,0
8727,negative,1,1,0,0,0,0,0,0
8728,positive,5,1,1,1,1,1,1,0
8749,negative,2,1,0,0,0,0,0,0
8844,positive,5,1,0,1,0,0,0,0
8888,positive,4,1,0,1,1,1,0,0
8920,positive,5,1,0,1,1,0,0,0
8969,negative,1,1,0,0,0,0,0,0
8974,positive,5,1,0,1,1,1,0,0
9110,positive,5,1,0,1,0,0,1,0
9159,positive,5,1,0,1,1,0,0,0
9170,positive,5,0,0,1,0,0,0,0
9188,positive,5,1,0,1,0,0,0,0
9234,positive,5,1,0,1,0,1,0,0
9403,positive,5,1,0,1,0,0,0,0
9418,positive,5,0,0,0,0,0,0,0
9427,positive,5,1,0,1,1,0,0,0
9429,positive,5,0,0,0,0,0,0,0
9541,positive,5,1,0,1,1,0,0,0
9598,positive,5,1,0,1,1,1,0,0
9613,positive,5,1,0,1,0,0,1,0
9662,positive,5,1,0,1,1,1,1,1
9705,negative,2,0,0,1,1,1,0,0
9768,negative,1,1,0,0,0,0,0,0
9780,positive,4,1,1,1,1,1,0,1
9785,positive,4,1,0,0,0,0,0,0
9842,negative,1,0,0,0,0,0,0,0
9863,positive,5,1,0,1,1,1,0,0
9893,positive,5,1,0,1,1,1,1,0
9903,positive,4,1,0,0,0,0,1,0
9904,positive,4,1,0,1,1,1,1,0
9931,positive,5,1,0,1,1,1,0,0
10036,positive,4,0,0,1,1,0,0,0
10097,negative,1,1,0,0,0,0,0,0
10105,positive,4,1,0,0,0,0,0,0
10107,negative,1,1,0,0,0,0,0,0
10126,neutral,3,1,0,0,0,0,1,0
10154,positive,5,1,0,1,1,1,0,1
10237,positive,5,1,0,1,1,1,1,0
10241,neutral,3,1,0,1,0,1,0,0
10248,neutral,3,1,0,1,1,1,1,0
10311,positive,5,1,0,1,1,1,1,0
10319,positive,4,1,0,1,1,1,1,0
10339,positive,4,1,0,1,1,1,1,0
10400,positive,5,1,0,0,0,0,0,1
10464,positive,4,1,0,0,0,0,0,0
10520,negative,1,1,0,0,0,0,0,0
10540,negative,1,0,0,1,1,0,0,0
10560,positive,4,1,0,1,1,0,1,0
10614,positive,4,1,0,1,1,1,0,1
10645,negative,1,0,0,0,0,0,1,0
10654,neutral,3,1,0,1,1,0,1,0
10674,negative,2,1,0,0,0,0,0,0
10686,negative,1,0,1,1,0,1,0,1
10717,positive,4,1,0,1,1,1,0,0
10721,negative,1,0,0,0,0,0,0,0
10770,positive,5,1,1,1,1,1,1,1
10774,positive,5,0,1,1,1,1,0,1
10788,positive,4,1,0,1,1,1,0,1
10837,neutral,3,1,0,0,0,0,0,1
10873,positive,5,1,1,1,1,1,1,1
10876,positive,4,1,1,1,1,1,0,1
10914,positive,5,1,1,1,1,1,0,0
10926,positive,5,1,1,1,1,1,0,1
10947,positive,5,1,1,1,1,1,1,1
10983,positive,5,1,1,1,1,1,0,0
10988,positive,4,1,1,1,1,0,0,0
11014,positive,5,1,1,1,1,1,0,1
11029,positive,5,1,1,1,1,0,0,0
11094,positive,4,1,1,1,1,0,0,0
11140,negative,1,1,0,0,0,0,0,0
11179,positive,4,1,1,1,1,0,0,0
11234,positive,5,1,1,1,0,0,1,0
11257,positive,5,1,1,1,0,0,1,0
11265,negative,1,0,0,0,0,0,0,0
11286,positive,4,1,1,1,1,1,1,0
11304,positive,4,1,1,1,1,1,1,0
11310,neutral,3,0,1,0,0,0,0,1
11369,positive,5,1,1,1,1,1,1,1
11465,positive,5,1,1,1,1,1,1,0
11492,positive,4,0,1,1,1,1,0,1
11504,negative,1,1,0,1,0,0,1,0
11549,positive,5,0,0,1,1,1,1,1
11563,positive,4,1,0,1,1,1,1,0
11585,positive,4,1,1,0,1,1,1,0
11644,negative,1,1,0,1,0,0,1,0
11651,positive,5,1,1,1,1,0,1,0
11662,negative,1,1,0,0,0,0,0,0
11674,positive,4,0,1,0,1,1,0,0
11715,positive,4,1,1,1,1,1,1,0
11747,negative,1,1,0,1,0,0,0,0
11760,neutral,3,0,1,0,0,1,1,0
11798,negative,1,0,0,0,0,0,0,0
11818,negative,2,1,1,1,1,1,1,0
11826,neutral,3,0,0,1,0,0,0,0
11832,negative,1,0,0,0,1,1,0,1
59,positive,5,0,0,0,0,0,0,0
84,positive,5,0,0,1,1,1,0,0
88,positive,5,0,0,1,1,1,0,0
93,positive,5,0,0,1,0,1,0,0
111,positive,5,1,1,1,1,1,1,0
215,positive,5,1,0,1,1,1,0,0
230,positive,5,1,0,1,0,0,0,0
248,positive,5,0,0,0,0,0,0,0
298,positive,4,0,0,1,1,0,1,0
337,positive,5,0,1,1,0,1,0,0
349,positive,5,1,1,1,1,1,0,0
369,positive,5,0,0,0,0,0,0,0
431,positive,5,1,0,1,1,0,0,0
436,positive,5,0,0,1,0,0,0,0
538,positive,4,1,0,1,0,0,0,0
541,positive,5,1,0,1,0,1,0,0
561,negative,1,1,0,1,0,1,0,0
596,positive,5,0,0,1,0,1,0,0
619,positive,5,1,0,1,0,0,0,0
625,positive,5,1,0,1,0,0,0,0
646,positive,5,1,0,1,0,0,0,0
669,positive,4,0,0,1,0,0,0,0
707,positive,5,0,0,1,1,0,0,0
769,positive,5,0,0,1,0,0,0,0
789,negative,1,1,0,0,0,0,0,0
814,positive,4,0,1,0,0,0,0,0
875,positive,5,0,1,1,1,1,0,1
943,positive,5,0,0,1,0,0,0,0
1046,negative,1,1,0,0,0,0,0,0
1061,negative,2,0,0,1,0,0,0,0
1069,positive,5,0,0,1,1,1,0,1
1104,neutral,3,1,0,1,1,0,1,1
1117,positive,4,0,0,1,0,0,1,0
1144,negative,1,1,0,0,0,1,0,1
1188,positive,5,0,0,1,1,1,0,1
1226,positive,5,1,0,1,1,1,1,0
1228,positive,4,1,0,1,1,1,0,1
1229,positive,5,1,0,1,1,1,0,1
1250,positive,5,0,0,1,0,0,0,0
1291,neutral,3,1,0,1,0,0,0,0
1396,positive,5,1,0,1,1,0,1,0
1399,positive,5,1,0,1,1,0,1,1
1403,positive,5,0,0,1,1,1,1,1
1408,positive,4,0,0,1,0,0,0,0
1420,positive,5,0,0,1,0,0,0,0
1429,positive,5,0,0,1,0,0,0,0
1431,positive,5,1,0,1,0,0,0,0
1441,positive,5,0,0,0,0,0,0,0
1478,positive,5,1,0,1,0,0,0,0
1527,positive,5,0,0,0,0,0,0,0
1528,negative,2,1,0,0,0,1,0,0
1533,positive,5,0,0,1,1,1,0,0
1534,positive,5,0,0,0,0,0,0,0
1543,positive,5,0,0,1,0,0,0,0
1575,positive,5,1,0,1,1,0,0,0
1580,negative,2,1,0,0,0,1,0,1
1606,positive,5,0,0,1,0,1,0,1
1677,positive,5,1,0,1,1,1,0,0
1701,negative,1,0,0,0,1,1,0,1
