index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
4876,positive,4,1,1,1,1,1,1,0
4903,negative,2,1,0,0,1,0,1,0
4906,positive,5,0,0,0,0,0,0,0
4992,positive,4,0,0,0,0,0,0,0
5004,positive,5,0,1,1,0,1,0,0
5035,positive,4,1,0,0,0,1,0,0
5129,positive,4,1,0,0,0,0,0,0
5133,positive,5,1,0,0,0,0,0,0
5136,positive,5,0,0,0,0,0,0,0
5141,negative,2,0,0,1,0,0,0,0
5164,negative,1,1,0,0,0,0,1,1
5167,positive,5,1,0,1,0,0,1,0
5211,positive,5,0,0,1,0,0,0,0
5257,positive,5,1,0,1,0,0,1,0
5269,positive,5,1,0,1,1,0,1,0
5317,positive,4,1,1,0,1,1,1,1
5337,negative,1,1,0,0,0,0,0,0
5366,neutral,3,0,0,1,0,0,1,0
5381,positive,4,1,1,1,1,0,1,0
5444,positive,5,1,1,0,0,0,1,0
5451,negative,2,0,0,0,1,0,1,0
5454,positive,4,1,0,0,1,0,1,1
5462,positive,4,1,1,1,1,1,1,1
5524,positive,4,1,1,0,0,0,0,0
5530,positive,5,1,1,1,1,1,0,0
5540,positive,5,0,0,1,1,0,1,0
5578,positive,5,1,0,0,0,1,0,0
5617,positive,5,1,0,0,0,0,0,0
5641,positive,5,1,1,1,0,0,1,0
5687,negative,1,0,0,1,0,0,0,0
5715,positive,5,1,0,0,0,0,1,0
5730,positive,5,1,0,0,0,0,0,0
5773,negative,1,0,0,1,0,0,0,0
5778,neutral,3,1,0,1,0,0,0,0
5856,positive,4,1,1,1,1,0,1,0
5860,positive,4,1,0,0,0,0,1,0
5899,positive,4,1,1,1,0,0,1,0
5948,positive,5,0,0,0,0,0,0,0
5974,positive,5,1,1,1,0,0,1,0
6002,positive,5,0,0,1,0,0,0,0
6008,positive,4,1,0,0,0,1,1,0
6012,negative,1,1,0,0,0,0,1,0
6048,positive,5,0,1,0,0,0,0,1
6061,positive,4,1,1,1,1,1,1,0
6125,negative,1,1,0,1,0,0,0,0
6131,negative,1,0,0,1,0,0,0,0
6159,positive,5,1,1,1,1,1,1,1
6196,positive,5,0,0,0,0,0,0,0
6272,positive,4,1,1,1,0,0,0,0
6288,positive,4,0,0,1,1,0,1,0
6307,negative,1,1,0,0,0,0,0,1
6342,positive,4,1,1,1,0,0,1,0
6370,negative,1,0,0,0,0,1,0,0
6488,positive,4,0,1,1,1,1,1,0
6496,positive,5,1,1,1,1,1,0,0
6510,positive,5,1,1,1,1,1,0,0
6529,negative,1,1,0,1,0,1,0,0
6532,positive,4,0,0,1,0,1,1,0
6560,negative,1,1,0,0,0,1,0,1
6579,positive,5,1,1,1,1,1,1,1
6609,negative,1,1,0,0,0,0,0,0
6622,positive,5,0,0,1,1,0,0,0
6655,negative,1,1,0,0,0,0,0,0
6698,negative,1,1,0,0,0,1,0,1
6699,negative,1,1,0,0,0,1,0,0
6811,negative,1,1,0,0,0,0,0,0
6851,positive,4,1,1,1,1,1,1,0
6880,positive,4,1,1,1,1,1,1,0
6952,negative,1,1,0,1,0,0,0,0
6953,negative,1,1,0,0,0,0,0,0
6956,positive,5,1,1,1,1,0,1,0
6960,negative,1,1,0,0,0,0,0,0
7089,negative,1,1,0,0,1,0,0,0
7096,negative,1,1,0,0,1,1,0,0
7101,negative,1,1,0,0,0,1,1,0
7113,positive,5,0,1,1,1,1,1,0
7127,positive,5,0,0,1,1,0,1,1
7169,positive,4,0,1,1,1,1,1,0
7178,positive,5,0,0,1,1,1,0,0
7180,positive,5,0,0,0,1,0,1,1
7245,positive,5,0,0,0,0,0,0,0
7276,negative,1,1,0,0,0,0,1,0
7370,positive,5,1,0,1,1,1,1,1
7442,negative,1,0,0,0,0,0,0,0
7484,positive,5,0,0,0,0,0,0,0
7488,positive,4,1,1,1,0,1,1,0
