index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
4939,positive,5,0,0,1,1,1,0,1
4950,positive,4,0,1,1,1,1,0,0
4980,negative,2,1,0,0,0,0,1,0
5046,positive,5,0,0,1,1,1,0,1
5124,positive,4,1,1,0,0,0,1,0
5141,positive,5,0,0,1,0,0,1,0
5170,positive,5,1,0,1,1,1,1,1
5171,positive,5,1,0,1,1,1,1,0
5251,positive,5,0,1,1,1,1,1,0
5256,positive,5,0,1,1,0,1,0,0
5296,positive,5,1,0,1,1,0,0,0
5352,positive,4,0,0,1,1,1,0,1
5393,positive,4,1,0,1,1,1,0,0
5398,negative,1,1,0,0,0,0,0,0
5431,positive,5,0,1,1,1,1,0,0
5475,positive,5,0,0,1,1,1,0,1
5483,negative,1,0,0,0,0,0,0,1
5496,neutral,3,1,0,1,0,0,0,1
5510,positive,5,0,1,1,0,1,0,1
5516,positive,4,0,1,1,1,0,0,0
5613,positive,5,0,0,1,0,0,1,0
5663,positive,5,1,0,1,0,0,1,0
5717,positive,5,1,0,1,1,1,1,0
5791,neutral,3,1,0,1,1,0,0,0
5812,negative,1,1,0,0,0,0,0,0
5815,positive,5,0,0,0,0,0,0,0
5817,positive,5,1,0,1,0,0,0,0
5891,positive,5,1,0,1,0,1,0,0
5895,positive,5,0,0,0,0,0,0,0
5900,positive,4,1,0,0,0,0,1,0
5918,positive,5,1,0,1,1,1,0,0
5960,positive,5,0,0,1,0,0,0,0
6021,negative,1,1,0,0,1,0,0,0
6031,neutral,4,0,0,1,1,0,0,0
82,negative,2,0,0,1,1,1,0,0
99,positive,4,0,1,1,0,1,0,0
108,positive,5,1,1,1,1,1,1,1
118,negative,1,1,0,1,0,0,0,0
127,positive,4,1,1,1,1,1,1,1
139,neutral,3,0,1,0,1,0,0,1
164,negative,2,1,1,0,0,1,1,1
201,positive,4.5,0,0,1,0,0,0,0
254,positive,5,1,1,1,1,1,0,1
294,negative,2,1,0,1,0,0,0,1
326,positive,5,0,0,1,1,1,0,1
362,negative,2,1,0,1,1,0,0,1
407,positive,5,0,0,1,1,1,0,1
445,positive,4,0,1,1,1,0,0,0
474,neutral,3,0,0,0,0,0,0,0
479,negative,2,1,0,1,0,0,0,0
499,negative,1,1,0,0,0,0,0,0
502,negative,1,1,0,0,0,0,0,0
542,negative,1,1,0,0,0,0,0,0
604,positive,4,0,0,1,1,1,0,0
653,positive,5,1,0,1,1,0,1,0
697,negative,1,1,0,0,0,1,0,1
707,neutral,3,1,0,0,0,0,0,0
759,negative,1,1,0,1,0,0,0,0
760,negative,1,1,1,0,1,0,0,1
906,positive,5,0,0,1,0,0,0,0
934,positive,5,1,0,1,1,1,0,1
935,positive,5,0,0,1,0,0,0,0
937,positive,5,1,0,1,0,1,0,0
938,positive,5,0,1,1,1,0,1,0
964,negative,1,1,0,0,0,0,0,0
967,negative,1,1,0,1,0,0,0,0
975,positive,5,0,0,1,1,1,0,0
1026,negative,1,1,1,0,0,0,0,0
1044,positive,4,1,1,1,1,1,1,1
1095,positive,5,1,1,1,1,1,0,0
1097,positive,4.5,0,1,1,1,1,0,0
1109,positive,5,1,1,1,1,1,0,0
1124,positive,5,1,0,1,1,1,0,0
1138,positive,5,0,0,1,1,0,1,0
1141,positive,4,0,1,1,1,1,1,1
1181,positive,4,1,1,1,1,1,1,1
1214,positive,4,1,0,0,0,0,0,0
1218,neutral,3,0,0,1,1,0,1,0
1225,negative,1,1,0,0,0,0,0,0
1281,neutral,3,0,1,1,1,1,0,1
1302,positive,4,0,1,1,1,1,1,0
1308,positive,4,0,0,1,0,0,0,0
1329,positive,4,0,1,1,1,0,1,0
1333,neutral,2.5,0,0,0,0,0,0,0
1365,neutral,2,1,1,0,1,0,1,0
1394,positive,5,0,0,1,0,0,0,0
1398,negative,1,1,0,0,0,1,0,0
1413,positive,5,0,0,1,1,0,0,1
1415,positive,5,0,0,1,1,0,0,0
1437,positive,5,0,0,1,1,1,0,1
1463,positive,5,0,0,1,1,0,1,0
1464,positive,4,0,0,1,1,1,0,1
1484,negative,2,0,0,1,1,1,1,0
1520,positive,4,0,0,1,1,1,0,0
1557,positive,5,0,1,1,1,1,0,0
1590,positive,5,0,0,0,1,0,0,1
1592,negative,1,1,0,1,1,0,0,0
1609,positive,4,0,1,1,1,1,0,1
1614,positive,5,0,0,1,1,0,0,0
1654,positive,5,0,0,1,1,0,0,0
1703,positive,4,0,1,1,1,1,0,1
1734,positive,5,0,0,1,1,1,0,1
1778,positive,4,0,0,1,0,0,1,0
1779,positive,5,0,1,1,1,1,0,1
1781,positive,4,0,0,1,1,0,0,1
1807,positive,5,0,0,1,0,0,0,0
1814,positive,5,0,0,1,1,1,1,0
1845,negative,2,1,0,1,1,1,1,0
1859,positive,5,0,0,1,0,0,0,0
1874,negative,2,0,0,1,0,1,0,1
1882,positive,4,0,0,1,0,0,0,0
1892,negative,1,1,0,0,0,0,0,1
1925,positive,4,1,1,1,1,1,0,1
1994,positive,5,0,0,0,0,0,0,0
2023,neutral,3,1,0,1,0,1,0,0
2031,negative,1,1,0,1,0,0,0,1
2041,positive,5,0,0,1,1,1,0,0
2055,negative,1,1,0,1,0,0,0,0
2069,positive,4,0,0,1,0,0,1,0
2076,negative,2,0,0,0,0,0,0,1
2085,negative,2,0,0,1,0,1,0,1
2091,positive,4,0,0,1,1,1,0,1
2112,positive,4,0,0,1,1,1,0,0
2175,positive,5,0,0,1,1,1,0,1
2179,positive,5,0,0,1,1,1,0,1
2180,negative,1,1,0,1,1,1,0,1
2197,negative,2,1,0,1,1,1,0,0
2234,negative,2,1,0,1,1,0,1,0
2345,positive,5,0,0,1,1,1,0,1
2357,positive,5,0,0,1,0,0,0,1
2361,positive,5,0,0,1,1,0,0,0
2525,positive,5,0,1,1,1,1,0,1
2618,positive,4,0,1,1,1,1,1,1
2648,positive,5,0,0,1,0,0,1,0
2652,negative,1,1,0,0,0,0,0,0
2674,neutral,3,0,0,1,0,1,1,0
2692,positive,5,0,0,1,1,1,1,0
2706,positive,5,0,1,1,1,1,0,0
2736,negative,1,1,0,1,0,0,0,0
2753,positive,4,0,1,1,1,1,0,1
2754,positive,4,1,0,1,1,0,0,0
2784,positive,4,0,1,1,0,1,0,0
2789,positive,4,0,1,1,1,1,0,1
2846,negative,1,1,0,0,0,1,0,0
2874,negative,1,0,0,0,0,0,0,0
2902,positive,5,0,0,1,0,0,0,1
2922,positive,5,0,1,1,1,1,1,1
2940,positive,5,0,0,1,0,0,0,0
2959,positive,5,0,0,1,0,0,0,0
2974,positive,5,0,0,1,0,0,0,0
3011,positive,5,1,0,1,1,0,0,0
3026,positive,5,1,0,1,1,1,1,1
3129,positive,5,0,0,0,0,0,0,0
3134,positive,4,0,0,1,0,0,0,0
3213,positive,4,1,0,1,1,0,0,1
3313,positive,5,0,0,1,1,1,0,1
3322,positive,5,0,0,1,1,1,1,1
3327,negative,1,0,0,0,0,0,1,0
3331,positive,4,1,1,1,1,1,1,1
3334,positive,5,1,0,1,1,1,1,1
3361,positive,5,1,0,1,0,0,1,0
3429,neutral,3,1,0,0,0,0,1,0
3439,positive,4.5,0,0,1,1,1,0,1
3483,positive,4,0,0,1,1,1,0,1
3502,negative,2,1,0,1,0,1,0,0
3586,negative,2,1,0,1,0,0,1,0
3614,positive,5,1,0,1,0,0,1,0
3632,positive,5,0,0,1,0,0,0,0
3662,negative,1,0,0,0,0,1,0,0
3773,positive,4,0,0,1,0,0,0,0
3790,positive,5,0,0,1,1,0,0,0
3820,positive,4,0,0,1,0,1,1,0
3845,positive,5,1,1,1,1,1,1,0
3898,neutral,3,0,0,1,0,0,0,0
3962,positive,4,1,1,1,1,1,0,1
3986,positive,5,1,0,1,1,1,1,1
4050,negative,1,1,0,1,0,0,1,1
