index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
3,positive,4,0,1,1,1,1,0,1
23,positive,4.5,1,1,0,0,1,1,1
99,positive,5,0,0,1,0,0,0,0
107,positive,5,0,1,1,0,1,1,0
111,positive,4,1,0,1,1,1,1,1
134,positive,5,1,0,1,1,1,1,1
195,positive,4,1,0,0,0,0,1,0
304,negative,1,0,0,1,1,0,1,0
346,positive,5,1,0,0,0,0,0,0
362,positive,4,0,0,0,0,0,0,0
366,positive,5,0,0,0,0,0,0,0
369,positive,4,1,0,1,0,0,1,0
374,positive,4,1,0,0,0,0,0,0
403,negative,1,0,0,0,0,0,0,0
409,positive,5,0,0,1,1,1,0,0
472,positive,5,1,1,1,1,0,1,1
518,negative,2,1,0,0,0,1,0,0
604,positive,5,1,1,1,0,0,1,0
648,negative,2,1,0,1,1,1,0,1
662,negative,2,0,0,1,0,0,0,0
695,negative,1,0,0,0,0,0,0,0
727,negative,1,1,0,0,0,1,0,1
763,negative,1,1,0,0,0,0,0,0
772,negative,1,1,0,0,0,1,0,1
800,positive,4,1,0,1,0,1,1,1
841,positive,4,1,0,1,0,0,1,0
851,positive,5,1,0,1,0,0,1,0
868,positive,5,1,0,0,0,1,1,1
889,positive,5,1,0,1,1,0,1,0
931,positive,5,0,0,1,1,0,0,0
932,negative,2,1,0,1,0,0,0,0
1001,negative,1,1,0,0,1,1,0,0
1019,negative,1,1,0,0,0,0,0,0
1028,positive,4,0,0,1,0,0,0,0
1039,negative,1,1,0,0,0,0,1,0
1051,positive,4,1,0,1,0,0,1,0
1054,positive,4,1,0,0,0,1,1,0
1087,negative,1,0,0,1,0,0,1,0
1092,negative,1,0,0,1,0,0,1,0
1107,positive,5,1,0,0,0,0,0,0
1114,positive,4,1,0,1,0,1,1,0
1115,negative,1,0,0,0,0,0,0,0
1136,negative,1,0,0,0,0,0,0,0
1173,positive,4,1,0,1,1,1,1,0
1179,positive,4,1,0,0,0,0,0,0
1220,negative,1,0,0,0,0,0,0,0
1230,negative,1,0,0,0,0,0,0,1
1253,positive,4,1,0,1,0,0,0,0
