index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
6743,positive,4,0,0,1,1,1,1,0
7282,positive,4,0,1,1,0,0,1,0
6044,negative,2,0,1,0,1,1,0,0
19053,positive,4,1,0,1,0,0,0,0
1694,positive,5,1,0,1,0,1,1,0
4208,positive,5,0,1,1,1,0,0,0
4765,positive,5,1,1,1,1,1,0,0
2061,negative,1,1,0,0,0,0,0,1
613,positive,4,1,1,1,0,0,1,0
1796,positive,4,0,0,1,0,0,1,0
4631,positive,4,1,0,1,1,0,0,0
1372,negative,1,0,0,0,0,0,0,0
17392,positive,4,1,0,0,0,0,1,0
11460,positive,4,1,0,1,1,1,0,1
7489,negative,3,1,0,1,1,1,0,1
7619,positive,5,0,1,1,1,0,1,0
7817,positive,5,1,0,0,0,0,0,0
16644,positive,5,0,0,1,1,0,0,0
6076,negative,1,0,0,0,0,0,0,0
1654,positive,5,1,0,1,1,1,0,0
1109,positive,4,1,0,1,1,1,0,1
2170,positive,4.5,0,1,0,1,1,0,0
2135,negative,1,0,0,0,0,0,0,0
2295,positive,5,0,0,1,1,1,0,0
3044,negative,1,0,0,0,0,0,0,0
1896,negative,1,1,0,0,0,0,0,0
4047,positive,5,0,0,1,1,1,0,1
1127,positive,5,1,0,0,1,0,1,0
4409,positive,5,1,0,0,0,0,1,0
9055,negative,1,1,0,0,0,0,0,0
1559,negative,1,1,0,0,0,0,0,0
6003,negative,2,1,0,1,0,0,0,0
2604,positive,5,1,0,1,1,0,0,0
4183,positive,5,1,1,1,1,1,0,0
2814,negative,2,0,0,0,0,1,0,0
6204,negative,2,0,0,1,0,0,0,0
568,positive,4,0,0,0,1,1,0,0
1040,positive,4,1,0,1,1,1,1,0
3315,positive,5,0,0,1,1,1,1,0
17437,positive,4,0,0,1,0,0,0,0
4895,positive,4,0,0,1,0,0,0,0
4696,negative,1,1,0,0,1,1,1,1
3395,positive,4,0,1,1,1,1,1,0
7708,positive,5,1,1,1,1,0,0,0
3738,negative,2,1,0,0,0,0,1,0
1130,positive,4,0,0,1,1,0,0,0
