index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
2293,positive,4,0,0,1,0,0,1,0
2357,positive,5,0,1,1,1,1,0,1
2392,positive,4,1,1,1,1,1,0,1
2400,positive,5,1,0,0,0,0,1,1
2499,positive,4,0,0,1,0,1,0,1
2525,positive,5,1,0,0,1,1,1,1
2526,positive,5,0,1,0,1,1,0,0
2553,positive,5,0,1,1,1,1,0,1
2558,positive,4,0,0,1,1,1,0,1
2576,positive,4,0,0,1,0,0,1,0
2602,negative,1,0,0,0,0,0,1,0
2626,positive,4,0,0,1,1,1,0,0
2662,positive,4,0,0,1,1,0,0,1
2665,neutral,3,1,0,0,0,0,0,0
2739,negative,1,1,0,0,0,0,0,1
2853,positive,4,0,0,1,0,1,0,1
2903,negative,1,0,0,0,0,1,0,0
2986,positive,4,0,0,1,1,0,0,0
2990,positive,5,0,0,0,0,0,0,0
3011,negative,2,1,0,0,0,0,0,0
3026,positive,4,1,0,1,0,0,1,0
3027,positive,5,1,0,1,1,0,0,0
3,positive,5,1,1,1,0,0,0,0
8,negative,1,0,0,0,0,0,0,0
140,negative,1,1,0,1,0,0,0,0
172,positive,4,0,0,1,1,1,0,1
178,positive,4,0,0,1,1,1,0,1
216,negative,1,1,0,0,0,0,0,0
236,negative,2,1,0,0,0,0,0,0
240,negative,1,1,0,0,0,0,0,0
279,negative,1,1,0,0,0,0,0,0
300,positive,5,0,0,0,0,0,0,0
346,positive,5,0,0,1,1,1,1,0
361,positive,4,0,0,1,0,1,0,1
367,negative,1,1,0,1,0,0,0,0
368,negative,1,1,0,0,0,0,0,0
401,positive,4,0,0,1,1,1,0,0
481,positive,4,0,0,1,1,0,1,0
544,positive,5,1,0,0,0,0,0,0
558,negative,1,1,0,0,0,0,0,0
561,positive,4,1,0,1,0,1,0,0
577,positive,4,1,0,1,1,1,1,0
661,negative,1,1,0,0,0,0,0,0
684,positive,4,0,0,0,0,0,0,0
693,positive,5,1,0,0,1,0,0,0
697,positive,5,1,0,0,0,0,1,0
712,neutral,3,1,0,1,0,1,1,0
736,positive,4,1,0,1,0,0,1,0
749,positive,4,1,0,1,0,1,0,1
753,positive,5,0,0,1,0,0,0,0
754,positive,4,0,0,1,1,1,0,0
787,positive,5,1,0,0,0,0,0,0
810,positive,5,1,0,0,0,0,0,0
831,positive,4,1,0,1,0,0,0,0
833,neutral,3,1,0,0,0,0,1,0
855,positive,4,1,0,1,0,0,1,0
856,neutral,3,1,0,1,0,0,1,0
896,positive,5,1,0,1,1,1,1,0
903,negative,1,0,0,0,0,0,0,0
935,positive,4,0,0,1,1,1,1,0
936,negative,2,0,1,0,0,0,0,1
950,positive,4,0,0,1,0,0,0,0
964,positive,5,1,1,1,1,0,0,1
1012,positive,4,1,0,0,0,1,0,0
1024,positive,4,1,1,1,1,1,0,1
1027,negative,2,1,1,1,1,0,0,1
1034,negative,1,1,0,0,0,0,0,0
