index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
4828,positive,4.5,1,1,1,1,1,0,0
7459,negative,1,1,0,0,0,0,0,0
2903,negative,1,0,0,1,1,1,0,1
10362,positive,5,1,0,1,1,0,0,0
3148,negative,1,1,0,0,0,0,0,0
1764,neutral,3,0,1,1,1,1,0,0
4804,positive,4,0,1,1,1,1,0,0
2261,positive,5,0,0,1,1,0,0,0
1264,positive,5,0,1,1,0,0,0,0
10533,negative,2,1,1,1,1,0,1,0
2946,positive,5,1,0,1,1,1,1,0
17746,positive,4,1,1,1,1,1,1,0
4185,positive,5,1,0,1,1,1,0,1
3406,negative,2,1,1,1,0,1,1,0
7335,positive,5,1,0,1,1,0,0,0
1527,positive,4,1,0,1,1,1,0,0
705,positive,5,1,1,1,1,1,1,1
5972,neutral,3,0,1,1,1,1,0,0
1060,negative,1,1,0,0,0,0,1,0
3890,positive,5,0,0,1,1,1,0,0
1489,positive,5,1,0,1,1,1,1,1
2373,positive,5,1,1,1,1,1,1,0
94,positive,5,1,0,1,0,0,0,0
1651,negative,1,0,0,1,1,1,0,0
7991,positive,5,1,0,1,0,0,0,0
1248,positive,4.5,0,0,1,1,1,0,0
443,positive,5,1,0,0,1,1,1,0
1098,positive,5,1,0,1,1,1,1,0
3028,negative,1,1,0,1,0,1,0,0
7878,negative,1,0,0,1,0,0,0,0
5015,neutral,3,1,1,1,1,0,1,0
9049,positive,5,1,0,1,1,1,1,0
550,positive,5,1,0,1,1,1,1,0
2061,positive,4,1,0,1,0,0,1,0
12996,negative,1,0,0,0,0,0,0,1
13443,positive,5,1,0,1,1,0,0,0
6820,positive,4.5,1,1,1,1,0,1,0
602,negative,1,0,0,0,0,0,1,0
6235,positive,5,1,0,1,1,1,0,0
19396,positive,4,1,1,1,1,1,1,0
3311,positive,5,1,0,1,1,0,0,0
5824,positive,4.5,1,0,1,1,1,1,0
16343,neutral,3,0,0,1,1,1,0,0
2319,positive,4,1,1,1,1,1,1,0
12506,positive,4,1,1,1,1,1,1,0
430,positive,5,1,1,1,1,1,0,0
182,negative,1,1,0,0,0,0,0,0
14118,positive,4,1,1,0,1,1,1,0
3485,positive,5,1,0,1,1,1,0,0
5936,positive,5,1,1,1,1,1,1,1
1143,positive,5,1,0,1,1,0,0,0
15790,positive,5,1,0,0,0,0,0,0
3007,negative,2,0,0,1,1,0,1,0
5195,positive,4.5,1,1,1,1,1,1,0
1943,negative,2,1,0,0,0,0,0,0
1995,neutral,2,1,0,1,0,0,1,0
6516,positive,5,0,0,1,1,0,1,0
7591,positive,5,1,0,1,1,0,1,0
3754,negative,2,0,0,1,0,1,0,0
5797,positive,4,1,1,1,1,1,1,0
1885,positive,4,1,1,1,1,1,1,0
114,positive,5,1,1,1,1,1,0,0
3535,positive,5,1,0,1,1,0,0,0
11560,neutral,4,0,0,0,0,0,0,0
4385,positive,4.5,1,0,1,1,1,0,0
15770,positive,4.5,1,0,1,1,0,0,0
2405,positive,4,1,0,1,0,0,0,0
7825,negative,1,1,0,0,0,0,0,0
786,positive,5,1,1,1,1,1,1,0
5951,positive,5,1,0,1,1,0,0,0
3905,neutral,3,0,0,1,0,0,1,0
5075,positive,5,1,1,1,1,0,0,0
12695,positive,5,1,1,1,1,1,0,0
1893,positive,5,1,0,1,1,0,0,0
354,positive,5,1,1,1,1,1,1,1
5265,positive,5,0,0,1,1,1,0,0
8521,negative,2,0,0,0,1,0,0,1
915,positive,4,0,0,1,1,1,0,1
5171,positive,5,1,1,1,1,0,1,0
2772,negative,1,0,0,0,0,0,0,0
866,positive,4,0,0,1,1,0,0,0
9852,negative,1,1,0,0,0,0,0,0
8056,positive,5,1,0,1,1,1,0,0
15695,positive,5,1,1,1,1,1,1,0
3135,positive,4,1,1,1,1,1,0,0
2493,positive,5,1,1,1,1,1,0,0
6251,positive,4,1,1,1,1,1,0,1
1950,positive,5,1,0,1,1,1,0,0
3484,neutral,3,1,1,1,1,1,0,0
5043,positive,5,1,1,1,1,1,1,1
2145,positive,4.5,1,1,1,1,1,1,0
16276,positive,4,1,1,1,1,1,1,0
898,positive,4,1,1,1,1,1,1,0
4253,positive,4,1,0,1,1,1,0,0
17145,positive,5,1,0,1,1,0,0,0
