index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
13420,positive,5,1,1,1,1,0,1,0
2570,positive,5,1,0,1,1,1,0,1
868,negative,1,1,0,0,0,0,0,0
1411,positive,4,1,1,1,1,0,1,0
11184,positive,4,1,1,1,1,0,1,0
6554,positive,5,1,1,1,1,1,0,1
2890,positive,4,1,1,1,1,1,0,0
19696,positive,5,0,0,1,0,0,0,0
1404,negative,1,0,0,1,0,0,0,0
6505,positive,5,1,0,0,1,0,0,0
20570,positive,4,1,0,1,1,1,0,0
7470,negative,2,0,0,1,1,0,0,0
14242,negative,1,0,0,0,0,0,0,0
401,neutral,3,0,0,0,0,1,0,0
7456,positive,4.5,0,1,1,1,1,0,0
5682,positive,5,1,1,1,1,1,1,0
15003,positive,4,0,0,0,0,0,1,0
4644,positive,5,1,0,1,1,0,0,0
3189,positive,4,1,1,1,1,1,0,0
1658,positive,5,1,1,0,1,0,0,0
2926,positive,4,1,1,1,1,1,1,1
3389,positive,5,1,1,1,1,0,0,0
1669,positive,5,1,1,1,1,1,0,0
9646,negative,1,0,0,0,0,0,0,0
19678,positive,5,0,0,1,0,0,0,0
11571,positive,5,0,0,0,0,0,0,0
2671,negative,2,1,0,1,0,1,0,1
2894,positive,4.5,1,1,1,1,0,1,0
2064,negative,2,0,0,0,0,0,0,0
3817,positive,5,0,0,1,0,0,0,0
16353,negative,1,1,0,1,0,0,0,0
2307,positive,4.5,1,1,1,1,1,1,0
7067,negative,2,0,0,1,1,0,0,0
637,positive,5,1,1,1,1,1,0,0
5951,neutral,3,0,0,1,1,1,0,0
1156,negative,2,1,0,0,0,0,0,0
6656,negative,1,0,1,0,0,1,0,0
3111,positive,4,1,1,1,1,1,1,0
18901,positive,4.5,1,0,1,1,1,1,0
3643,positive,5,1,0,1,1,1,1,0
12076,positive,5,1,0,1,1,1,1,0
3053,positive,5,1,0,1,1,0,1,0
10186,negative,2,1,0,1,1,0,0,0
3983,positive,5,1,1,1,1,1,1,0
1399,positive,5,1,1,1,1,1,0,0
5556,positive,5,1,1,1,1,0,1,0
15194,negative,2,0,0,0,0,0,1,0
5265,negative,2,0,0,1,1,1,0,0
4116,negative,2,1,0,0,1,1,0,0
6731,positive,5,1,1,1,1,1,0,0
7511,neutral,2,0,0,1,1,0,0,1
6498,positive,4,0,1,1,1,1,1,0
5371,positive,4.5,1,1,1,1,0,1,1
7286,positive,5,1,1,1,1,1,1,0
11428,negative,1,1,0,0,1,0,0,0
11152,negative,1,1,0,0,0,0,0,0
8793,positive,5,0,0,1,1,0,0,0
3311,neutral,3,1,0,1,1,1,1,0
5607,positive,5,0,0,1,0,0,0,0
16693,positive,4,1,1,1,0,0,1,0
4281,negative,1,1,0,1,0,0,0,0
5263,negative,1,0,0,0,0,0,0,0
248,positive,4.5,1,1,1,1,0,1,0
837,negative,1,1,0,0,0,0,0,0
7616,positive,5,1,0,0,1,1,1,0
12526,positive,4,1,0,0,1,0,1,0
3158,negative,2,1,0,0,0,1,0,0
7308,negative,1,0,0,0,0,0,1,0
9097,positive,4,1,1,1,1,1,0,0
6143,negative,1,0,0,0,0,0,0,0
3772,neutral,3,1,1,1,0,0,0,0
15097,neutral,3,1,0,0,0,0,0,0
676,negative,2,0,0,0,0,0,0,0
354,positive,5,1,0,1,1,0,0,0
2416,negative,2,0,0,1,0,0,0,0
7217,positive,4,1,0,1,1,0,0,0
580,positive,5,1,1,1,1,1,1,0
7921,positive,5,1,0,1,1,1,1,0
2546,positive,4,0,1,1,1,1,1,0
1222,positive,5,0,0,1,1,1,0,1
7234,negative,1,1,0,1,0,0,0,0
1655,positive,4,1,1,1,1,1,0,0
11321,positive,4,1,1,1,1,1,1,0
12983,negative,1,1,0,0,0,0,0,0
3255,negative,1,1,1,0,0,0,0,0
4708,negative,1,1,0,0,0,0,0,0
8288,negative,2,0,0,1,1,0,0,0
2329,positive,4,1,1,1,1,1,0,0
6601,positive,5,1,0,1,1,0,0,0
7272,positive,4,1,1,1,1,1,1,0
4590,negative,1,0,0,0,0,0,0,1
773,positive,4,0,1,1,1,0,0,0
3338,positive,4.5,1,0,1,1,0,1,0
2672,positive,5,0,0,1,0,0,0,0
5418,positive,4.5,1,1,1,1,1,1,0
16746,positive,4,1,1,1,1,0,1,0
8575,positive,5,1,0,0,1,0,0,0
7696,positive,5,1,1,1,1,1,0,0
2585,positive,4,0,0,1,1,1,0,0
6760,positive,5,1,1,1,1,1,1,0
2014,positive,4,0,0,1,1,1,0,0
19063,positive,4,1,1,1,0,0,1,0
9503,neutral,4,1,0,1,1,1,1,0
14232,positive,4.5,1,1,1,1,1,1,0
99,positive,5,0,1,1,1,1,1,0
4506,negative,1,1,0,1,0,1,1,0
3414,positive,4,1,1,1,1,1,1,0
3202,positive,5,1,1,1,1,1,1,0
5586,positive,5,1,0,1,1,1,0,0
2332,positive,5,0,0,1,0,1,0,1
10529,negative,1,1,0,0,0,0,0,0
8563,positive,5,1,0,1,1,0,1,0
576,positive,4,1,0,1,1,1,0,0
8004,positive,5,0,0,0,0,0,0,0
6318,positive,5,1,1,1,1,1,1,0
3116,positive,4,1,0,1,1,0,1,0
4110,positive,5,1,0,1,1,1,1,0
9548,neutral,3.5,1,0,1,1,1,1,0
720,positive,4,1,1,1,1,1,1,0
5077,positive,5,1,1,1,1,1,1,1
1643,negative,1,1,0,0,0,0,0,0
4927,negative,2,1,1,1,0,0,0,0
1334,positive,5,1,0,1,1,1,0,0
6987,positive,4,1,1,1,1,1,1,0
5696,neutral,4,1,0,1,1,0,0,0
1607,neutral,3.5,1,1,1,1,1,0,0
16334,positive,5,1,1,1,1,1,1,0
4654,positive,4,1,1,1,1,1,0,0
279,positive,4,1,0,1,1,1,0,1
7121,neutral,3,1,1,1,1,0,1,0
1939,positive,5,1,1,1,1,0,1,0
4321,positive,4,1,0,1,1,1,1,0
3808,positive,4,1,1,1,1,1,1,0
5836,positive,4,0,0,1,0,0,0,0
11431,positive,4,1,1,1,1,1,1,0
12338,positive,5,1,1,1,1,1,0,0
6302,positive,5,1,0,0,0,0,0,0
1751,positive,5,0,0,1,1,0,0,0
698,neutral,3,0,0,1,0,0,0,0
2580,positive,5,1,1,1,1,1,0,0
1998,positive,4,0,0,1,1,1,0,0
8112,positive,4,1,1,1,1,1,1,0
5816,positive,4.5,1,0,1,1,0,0,0
10999,positive,4,1,1,1,1,0,1,0
1495,positive,4,1,1,1,1,0,1,0
741,positive,4,0,1,1,1,1,0,0
3848,positive,4,1,1,1,1,0,1,0
6619,negative,2,1,1,0,1,0,0,0
2524,positive,5,0,0,1,1,0,0,0
3453,positive,5,1,1,1,1,1,0,0
10014,positive,4,1,1,1,1,1,1,0
