index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
15505,negative,1,1,0,0,0,0,0,0
400,positive,5,0,1,1,1,1,0,0
18817,negative,2,1,0,1,0,0,0,1
1335,negative,2,1,0,1,0,1,0,0
847,positive,5,0,0,1,0,0,0,0
1680,positive,4,1,0,0,0,0,0,0
2179,positive,5,1,1,1,0,0,1,0
5520,positive,4,0,1,1,1,1,1,0
4054,positive,4,0,0,1,0,1,1,0
3667,positive,4,1,0,0,0,0,0,0
884,neutral,3,1,0,0,0,0,0,0
17860,positive,5,0,1,1,1,1,0,1
978,negative,1,1,0,0,0,1,0,0
5721,positive,4,0,0,0,0,0,0,0
68,positive,4,0,0,1,0,0,0,0
4825,negative,1,1,0,0,0,0,0,0
2483,negative,1,1,0,0,0,1,0,1
2991,negative,1,1,0,0,0,0,0,0
170,positive,4,0,0,1,1,1,1,1
2868,neutral,3,1,1,0,1,0,1,0
1806,negative,2,1,1,1,0,0,1,0
15602,positive,5,1,1,1,0,0,1,0
2786,positive,5,1,1,1,0,0,1,0
16602,positive,4,0,1,1,1,1,1,0
12016,positive,4,1,0,1,1,0,1,0
4960,positive,5,0,0,1,0,0,0,0
3149,negative,1,1,0,0,0,0,0,0
10756,neutral,3,0,1,1,1,0,1,0
3752,positive,4,0,0,1,0,1,0,0
10183,positive,5,0,0,1,1,0,0,0
1679,positive,5,0,0,1,1,0,0,0
11397,negative,1,1,0,0,0,0,0,0
1137,negative,1,1,0,0,0,0,0,0
654,negative,1,1,0,0,0,0,0,0
7093,positive,4,1,1,1,0,0,1,0
4497,negative,2,1,1,0,0,0,0,0
3195,positive,4,1,1,1,1,1,1,0
3788,negative,1,1,0,0,0,0,0,0
3693,positive,5,0,0,0,0,0,1,0
12329,positive,5,1,1,0,0,0,1,0
17067,positive,5,0,0,1,1,0,0,0
2703,negative,1,0,0,1,0,1,0,1
319,neutral,3,0,0,1,0,0,0,0
2609,neutral,3,0,0,1,0,1,0,0
346,negative,1,1,0,0,0,0,0,0
4753,positive,4,0,0,0,0,0,0,0
4246,neutral,3,0,0,1,1,1,1,1
2849,positive,5,1,1,1,1,1,1,1
1773,positive,4.5,0,0,1,1,1,0,1
6286,positive,4,0,0,1,1,0,1,0
890,positive,5,1,0,0,0,0,0,0
4857,negative,1,1,0,0,0,1,0,0
3946,positive,4,0,0,1,1,1,0,1
8992,positive,5,0,1,0,1,1,0,0
2848,negative,1,1,0,0,0,1,0,0
6560,positive,5,1,0,1,1,1,1,1
10818,positive,5,1,0,0,0,0,0,0
1971,positive,5,1,1,1,1,0,1,1
9475,negative,2,1,0,1,1,1,0,0
3223,positive,5,1,1,1,1,0,0,0
2685,positive,5,1,1,1,1,1,0,1
6056,positive,4,1,0,1,0,0,0,0
18018,negative,1,0,0,0,0,0,0,0
20587,positive,4,0,1,1,0,0,1,0
3252,positive,5,0,0,0,0,0,0,0
4153,negative,1,0,0,1,0,1,0,1
4129,negative,1,0,0,1,0,0,0,0
7268,positive,4,0,1,1,1,0,1,1
146,negative,1,1,0,0,0,1,0,1
3605,neutral,3,1,1,1,0,0,0,0
3131,neutral,3,0,0,1,1,0,0,0
8097,negative,1,1,0,0,0,0,0,0
1671,positive,4,0,0,1,1,0,0,1
5667,positive,4,0,0,1,0,1,0,0
14285,positive,4,0,0,1,1,1,0,0
217,neutral,3,0,1,1,1,1,1,0
19487,negative,1,0,1,0,0,1,0,0
6885,negative,2,1,0,1,1,1,0,0
5537,positive,4,0,0,1,1,1,0,0
6562,positive,5,0,1,1,0,1,0,0
6084,positive,4,1,0,1,1,1,0,0
10507,positive,5,1,1,1,1,0,0,0
3612,neutral,3,0,1,1,0,0,0,0
4487,positive,4,1,0,1,1,1,0,0
5027,positive,5,0,0,1,1,1,0,0
4209,neutral,3,0,0,1,0,0,1,1
2008,negative,1,0,0,1,0,1,1,0
2387,positive,5,0,0,1,0,0,0,0
3121,positive,5,1,1,1,0,0,0,0
4809,positive,5,0,0,1,1,0,0,0
12076,positive,5,0,1,1,1,1,1,0
477,positive,5,1,1,1,1,1,1,1
2541,negative,1,0,0,0,0,0,0,1
13136,positive,4,1,1,0,1,0,0,0
824,neutral,3,0,1,1,1,1,0,1
14331,positive,4,0,0,1,1,1,0,0
2181,positive,5,1,1,1,1,0,0,0
124,positive,5,1,1,1,1,0,1,0
1214,positive,5,1,1,1,1,1,0,0
14677,positive,5,0,1,1,1,0,0,0
2440,positive,5,1,1,1,1,1,0,0
4495,positive,5,1,0,0,0,0,0,0
9363,positive,5,1,0,1,1,1,0,0
5400,positive,4.5,1,1,1,1,1,1,1
392,positive,5,1,0,1,1,0,1,0
20448,positive,5,1,1,1,1,0,1,0
2521,positive,5,1,1,1,0,1,0,1
17230,positive,4,0,0,0,0,1,0,1
14204,positive,5,1,0,0,0,0,0,0
274,negative,1,0,0,0,0,0,1,1
2324,negative,1,1,0,0,0,0,0,0
1008,positive,5,0,0,1,0,0,1,0
8646,negative,1,1,0,0,0,1,0,0
3275,negative,1,1,0,0,0,0,0,0
2778,positive,5,1,0,1,1,1,0,1
3481,positive,5,0,0,1,1,1,0,0
1510,negative,2,1,0,0,1,1,0,0
14423,positive,5,0,1,1,1,1,0,1
503,positive,5,1,1,1,1,1,1,0
3993,positive,4,0,0,1,0,0,0,0
20322,positive,5,0,1,1,1,1,1,1
2939,positive,5,1,0,1,1,1,0,0
4284,positive,4,1,0,0,1,0,0,0
869,positive,4,0,1,1,1,1,0,1
10619,positive,4,1,1,1,1,1,0,1
2862,negative,1,0,0,1,0,1,0,0
1316,positive,5,1,1,0,1,1,1,0
677,positive,5,0,1,1,1,1,1,0
1758,positive,4,0,0,0,0,1,0,1
12357,positive,4,0,1,1,1,1,0,0
10240,positive,5,1,0,1,1,0,1,0
7417,negative,1,1,1,0,1,1,1,1
11328,negative,1,1,1,0,0,0,0,1
8616,negative,1,1,0,0,0,0,0,0
166,positive,5,0,0,1,1,1,0,0
3241,negative,2,0,0,1,1,0,0,0
3907,negative,1,1,0,0,0,0,0,0
662,negative,1,1,0,0,0,0,0,0
18135,neutral,3,0,0,0,0,0,0,0
1235,positive,5,1,0,1,1,0,0,0
2984,positive,4,0,1,1,1,1,1,1
3565,positive,4,1,1,1,1,1,0,0
4132,neutral,3,1,1,0,1,1,0,0
2099,neutral,3,1,1,1,1,0,0,0
1194,positive,4,0,0,1,0,1,0,1
3281,positive,5,1,1,1,1,1,0,1
2422,positive,5,1,0,1,1,1,0,0
3419,positive,4,1,1,1,1,1,0,1
1692,positive,5,0,0,1,1,1,0,1
6021,positive,5,1,0,1,1,0,1,0
10016,positive,4,1,1,1,1,1,1,1
202,positive,5,1,1,1,1,1,0,0
2321,negative,2,0,0,0,1,1,0,1
3079,positive,4,1,0,1,1,1,0,0
12612,positive,5,1,1,1,1,1,1,0
3801,negative,1,1,0,0,0,0,0,0
6701,positive,5,0,1,1,1,1,0,0
8421,positive,4,1,1,0,0,1,0,0
307,positive,4.5,1,1,1,1,1,0,0
9324,positive,5,1,0,1,0,1,0,0
1101,positive,5,1,0,1,1,1,1,0
7183,positive,5,1,0,1,1,1,0,0
7277,positive,3,1,1,1,1,1,1,1
1020,positive,4.5,1,0,1,1,0,0,0
1931,neutral,3,0,0,0,0,0,0,0
2795,negative,1,1,0,0,0,0,0,0
3777,negative,1,1,0,0,1,1,1,0
4855,positive,4,0,1,1,1,1,1,1
4102,positive,4,0,1,1,1,1,1,0
12894,positive,5,1,1,1,1,1,1,0
1409,positive,5,0,1,1,1,1,0,0
9256,positive,5,0,0,1,0,1,0,1
7130,positive,4,1,0,1,0,0,0,0
1402,positive,4.5,0,1,1,0,1,1,0
1182,neutral,4,1,0,1,1,1,0,0
3791,negative,2,1,0,1,0,1,1,0
13631,negative,1,1,0,0,0,0,0,0
503,positive,4,1,0,1,1,1,1,0
2784,positive,4.5,1,1,1,1,0,1,0
33,positive,4,1,0,1,0,1,1,0
12562,negative,1,1,0,0,0,0,0,1
3303,positive,4,0,0,1,1,1,0,1
8808,positive,4,0,0,1,0,0,0,0
16944,negative,2,0,0,1,1,0,0,0
3771,positive,5,0,0,1,0,0,0,0
2245,positive,4,1,0,1,1,1,0,1
986,positive,5,1,1,1,1,1,1,1
1480,neutral,3,0,1,0,0,0,0,0
1674,positive,4.5,0,1,1,1,1,1,0
12622,negative,1,1,0,0,0,0,0,0
2374,positive,5,1,1,1,1,1,0,0
10689,positive,4,0,0,1,1,0,0,0
4670,positive,5,0,0,1,1,1,0,0
627,positive,4,1,0,0,0,0,0,0
3931,neutral,4,1,0,0,0,0,0,0
