index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
31,positive,4,0,0,1,0,0,1,0
87,positive,5,0,1,1,1,0,0,0
161,neutral,3,1,1,1,1,1,0,1
181,positive,4,1,0,1,0,1,0,0
197,negative,1,1,0,0,0,0,1,1
221,negative,1,1,0,0,0,0,1,0
309,positive,4,0,0,0,0,0,0,0
363,neutral,3,1,1,1,0,0,0,1
381,positive,5,0,0,0,0,0,0,0
451,positive,4,1,0,1,1,1,1,0
479,positive,4.5,0,1,0,1,1,0,0
515,positive,5,0,0,1,1,1,0,1
522,neutral,3,0,0,0,0,0,0,0
535,positive,4,1,0,0,0,0,0,0
538,negative,1,1,0,0,0,0,0,1
627,negative,1,1,1,0,0,0,0,0
633,negative,1,1,0,0,0,1,0,1
688,positive,4,0,0,1,1,1,0,1
693,negative,1,0,0,0,0,1,0,0
741,negative,1,1,0,0,0,0,0,1
766,negative,1,1,0,1,0,0,0,0
791,positive,5,1,1,0,1,0,0,0
798,positive,5,1,0,0,0,0,0,0
817,negative,1,1,0,0,0,0,0,0
840,positive,4,1,0,1,0,0,1,0
843,positive,5,1,0,0,0,0,0,0
850,negative,1,1,0,0,0,0,0,0
915,neutral,3,0,0,1,1,1,0,0
985,positive,5,1,0,0,1,0,0,0
1016,positive,5,1,0,1,1,0,1,0
1043,positive,5,1,0,0,0,0,0,0
1119,negative,2,1,0,1,0,0,1,0
1163,positive,4,1,0,0,0,0,1,0
1219,negative,1,1,0,0,0,0,0,0
1235,negative,1,1,0,0,0,0,0,0
1249,neutral,3,1,0,0,0,1,0,1
1250,positive,5,1,1,0,1,0,1,0
1319,positive,5,0,0,1,1,0,0,0
1405,positive,5,1,1,1,1,1,0,0
1448,positive,4,1,0,1,0,0,1,0
1539,negative,1,1,0,0,0,0,0,0
1548,negative,2,1,0,1,1,0,1,0
1555,positive,4,0,1,1,1,0,1,0
1614,negative,1,1,0,0,0,0,0,0
1655,positive,4,1,1,1,1,0,0,0
1661,negative,2,0,1,1,1,0,0,0
1703,positive,5,0,0,1,1,1,0,0
1737,negative,1,1,0,0,0,0,0,0
1738,negative,1,1,0,0,0,0,0,1
1763,negative,2,1,1,1,1,0,0,0
1764,negative,1,1,0,0,0,0,0,0
1771,positive,4,0,0,0,0,0,0,0
1826,negative,2,1,1,0,0,0,0,0
1916,positive,4,1,1,1,1,0,0,0
1980,negative,1,1,0,0,1,0,0,0
2051,positive,5,1,1,0,0,1,1,0
2111,positive,4,1,1,1,1,1,1,0
2114,neutral,3,1,0,0,0,0,0,0
2123,positive,4,1,0,0,0,0,0,0
2139,positive,5,1,0,1,0,0,1,0
2202,positive,5,1,1,1,0,1,1,0
2228,negative,1,1,0,0,0,0,0,0
2234,positive,4,1,1,1,1,1,0,0
