index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
118360,positive,5,1,1,1,1,1,1,0
118381,positive,4,1,0,1,0,0,0,0
118390,positive,5,0,1,1,1,1,0,0
118394,negative,2,0,0,0,0,0,0,0
118423,negative,2,1,0,0,0,0,0,0
118426,positive,4.5,1,0,1,0,0,1,0
118448,negative,1,1,0,0,0,0,0,0
118462,positive,4,1,0,1,0,0,0,0
118481,positive,5,1,0,1,0,0,0,0
118498,neutral,3,1,0,0,0,0,0,0
118537,positive,5,1,0,1,0,0,1,0
118591,positive,5,0,0,1,1,1,1,1
118626,positive,4,0,0,0,0,0,0,0
118632,negative,1,0,0,1,0,0,0,0
118659,negative,1,1,0,0,0,0,0,0
118735,positive,5,0,0,1,0,1,0,0
118759,positive,5,0,0,1,1,1,0,1
118811,positive,4,1,0,1,1,1,0,1
118886,negative,1,0,0,1,0,1,0,1
119007,positive,5,0,0,1,1,1,1,1
119049,positive,4,0,0,1,0,0,0,0
119051,positive,4,1,0,1,0,0,0,0
119161,positive,5,0,0,1,0,0,1,0
119175,neutral,3,0,0,1,1,1,1,1
119181,positive,5,0,0,1,1,1,1,0
119220,positive,5,0,0,1,0,1,0,1
119277,positive,5,0,0,1,0,0,0,0
119325,positive,4,0,1,0,0,1,0,0
119388,positive,4,0,1,1,1,1,0,1
119454,neutral,3,1,1,1,1,1,0,0
119456,positive,4,1,1,1,1,1,1,0
119460,positive,5,1,1,1,1,1,1,0
119516,positive,5,0,0,1,1,0,0,0
119533,negative,1,1,0,0,0,1,0,0
119563,positive,4,0,1,1,1,1,1,0
119565,positive,4,0,0,1,1,0,0,0
119585,positive,5,0,0,1,1,0,1,0
119635,positive,4,0,0,1,1,0,0,1
119657,positive,5,0,0,1,0,0,1,0
119690,positive,5,0,1,1,1,1,1,0
119697,negative,1,1,0,0,0,0,0,0
119739,negative,1,1,0,0,0,0,0,0
119767,positive,4,0,0,1,1,1,0,1
119795,positive,4,1,0,0,1,1,1,0
119813,positive,4,1,1,1,1,1,1,0
119840,positive,4,1,0,1,1,0,0,0
119859,positive,4,1,0,0,1,1,1,0
119938,positive,5,0,0,1,0,1,0,0
120015,positive,4,1,0,1,0,1,1,0
120106,positive,5,1,0,1,0,1,1,0
120117,positive,5,1,0,1,1,1,1,0
120194,positive,5,0,1,1,0,0,0,0
120204,positive,5,1,1,1,0,0,0,0
120233,positive,4,1,1,1,1,0,0,0
120273,positive,5,1,1,0,1,1,0,0
120347,negative,2,0,0,1,0,0,0,1
120381,positive,5,1,1,1,1,1,0,0
120535,positive,5,1,1,1,1,1,1,0
120577,positive,5,1,1,1,1,1,1,0
120583,positive,5,1,1,1,1,1,0,0
120587,negative,1,1,0,0,0,0,0,0
120596,positive,5,1,1,1,0,0,0,0
120613,positive,5,1,1,1,1,1,1,0
120637,positive,3,1,0,1,0,0,0,0
120646,negative,1,0,0,0,0,0,0,0
120649,positive,4,1,0,0,0,1,0,0
120655,positive,5,1,0,0,0,0,0,0
120684,positive,5,0,0,1,0,0,0,0
120704,positive,5,0,0,0,0,0,0,0
120735,positive,4,1,1,1,1,1,1,1
120750,positive,4,1,1,1,1,1,1,1
120762,positive,5,1,1,1,1,1,1,1
120781,positive,4,0,0,1,1,1,1,1
120795,positive,5,0,0,0,0,0,0,0
120808,negative,1,0,0,0,0,1,0,0
120832,positive,5,1,0,1,1,0,0,0
120836,positive,4.7,1,1,0,1,0,0,1
120863,negative,1,0,0,0,0,0,0,0
120868,positive,4,1,1,1,1,1,0,1
120906,positive,4,1,0,1,1,0,0,0
120970,positive,4,1,0,1,1,1,1,1
120979,positive,5,1,0,0,0,0,0,0
121017,positive,5,1,0,1,1,1,1,0
121100,negative,1,1,0,0,0,0,0,0
121119,positive,4.5,0,0,1,1,1,1,0
121126,negative,2,0,0,1,0,1,1,0
121196,positive,5,1,1,1,1,1,0,1
121209,positive,5,1,1,1,1,1,0,0
121252,negative,1,0,0,0,0,0,0,0
121268,negative,2,1,1,1,0,1,0,1
121297,positive,5,1,0,1,1,1,1,1
121326,negative,1,0,0,0,0,0,0,0
121330,positive,5,1,1,1,1,0,1,0
121364,positive,5,1,0,1,1,1,1,1
121385,positive,5,1,1,1,1,1,1,0
121414,neutral,3,1,1,1,0,1,0,1
121438,positive,4,1,0,1,1,0,1,0
121465,positive,5,0,0,1,0,0,0,1
121476,positive,5,1,0,1,1,1,1,1
121483,negative,1,1,0,0,0,0,0,0
121496,positive,5,1,1,0,1,1,0,0
121504,positive,4,0,0,1,1,0,0,0
121536,positive,4,1,1,1,0,0,1,0
121537,positive,4,1,1,1,1,0,0,0
121550,negative,1,0,0,0,0,0,1,0
121693,positive,5,0,0,1,1,0,0,0
121707,positive,5,0,1,1,0,0,0,0
121859,negative,1,1,0,0,0,0,1,0
121868,neutral,3,1,0,1,1,0,0,0
121896,negative,1,1,0,1,0,0,0,1
121911,positive,4,1,0,0,0,0,0,0
121944,negative,1,1,0,0,0,0,0,0
122019,positive,5,0,0,1,1,1,0,1
122062,negative,1,1,0,1,0,0,0,0
122085,neutral,3,0,1,1,0,0,0,1
122092,neutral,3,0,0,1,0,0,0,0
122141,positive,4,1,0,1,0,1,0,1
122161,positive,5,1,0,1,0,0,1,0
122165,positive,5,1,0,1,1,1,1,0
122172,positive,5,1,0,1,1,1,1,0
122187,positive,4,0,0,1,0,1,1,0
122188,positive,5,0,0,1,1,0,0,0
122236,positive,5,1,0,1,1,0,1,0
122265,negative,1,1,0,0,0,0,0,1
122276,positive,4,1,0,1,1,1,1,0
122294,positive,5,1,1,1,1,1,1,1
122328,positive,5,0,0,1,1,1,0,1
122369,positive,5,0,1,1,0,1,1,1
122387,positive,5,0,0,1,1,1,1,1
122410,positive,4,1,1,1,1,1,1,1
122427,positive,5,1,0,1,0,0,1,0
122443,positive,5,0,0,1,1,1,1,1
122446,positive,4,0,0,1,0,0,1,0
122459,positive,5,0,0,1,1,0,0,0
122463,negative,2,0,0,0,0,0,1,0
122467,negative,1,0,0,0,0,1,1,0
122506,positive,5,1,0,1,1,1,0,1
