index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
30069,positive,5,0,0,0,0,0,0,0
30085,positive,4,0,0,0,0,0,0,0
30086,positive,4.5,0,1,1,1,1,0,1
30101,positive,4,0,1,1,1,1,0,1
30140,negative,2,1,0,0,0,0,1,0
30159,positive,5,1,0,1,0,0,0,0
30172,positive,5,1,0,0,0,0,0,0
30191,positive,5,1,0,0,0,0,0,0
30193,positive,5,0,0,1,1,1,0,0
30257,positive,4,1,0,1,1,1,1,0
30275,positive,5,1,0,1,1,1,1,0
30293,negative,2,1,0,0,1,1,0,0
30298,negative,2,1,0,0,0,0,1,0
30302,negative,1,0,0,0,1,0,0,0
30310,negative,2,1,0,0,0,1,0,1
30332,positive,5,0,1,1,1,1,0,0
30365,positive,5,1,1,1,1,1,1,1
30373,negative,2,1,0,0,0,0,0,0
30383,negative,2,0,0,0,0,0,0,0
30399,negative,1,1,0,0,1,0,1,0
30412,neutral,3,0,0,0,0,0,0,0
30427,positive,5,1,0,0,0,0,0,0
30429,negative,2,0,0,0,0,0,0,0
30452,positive,5,1,0,1,1,0,0,0
30475,positive,5,1,0,1,0,0,0,0
30495,positive,5,0,0,1,1,1,0,0
30500,positive,5,1,0,1,1,1,0,0
30552,negative,1,0,0,0,0,0,0,0
30570,positive,4,1,0,0,0,0,0,0
30624,negative,1,1,0,0,0,0,0,0
30675,positive,5,0,0,1,0,0,0,0
30677,positive,4,0,0,0,0,0,0,1
30692,positive,4,0,0,1,0,1,0,1
30695,positive,4,0,0,0,0,0,0,0
30725,positive,4,1,0,0,1,0,0,0
30727,negative,2,1,0,0,1,1,0,0
30761,positive,5,1,0,1,1,1,0,0
30831,positive,4,1,0,0,0,0,0,0
30848,positive,4,0,1,1,0,0,0,0
30854,positive,5,1,0,1,1,0,1,0
30855,positive,4,1,0,1,1,1,1,0
30884,positive,5,0,0,1,0,0,1,0
30897,positive,5,1,0,0,0,0,0,0
30922,negative,2,1,0,0,0,0,0,0
