index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
149586,positive,5,1,0,1,1,0,0,0
149651,positive,4.5,0,0,1,0,0,0,0
149653,positive,5,0,0,1,1,0,0,0
149657,positive,5,0,0,1,1,1,0,0
149710,positive,4,0,0,1,1,1,0,0
149719,positive,5,1,0,1,0,1,0,0
149732,positive,4,1,0,0,0,0,0,1
149754,positive,5,1,1,1,1,1,0,1
149822,positive,4,1,0,0,0,0,0,1
149826,positive,4,1,1,1,0,1,0,1
149878,positive,4,1,0,0,0,0,0,0
149950,neutral,3,1,0,1,1,1,0,0
149994,positive,5,1,0,1,0,0,0,0
150005,positive,5,1,0,1,0,0,0,0
150019,positive,4,0,1,1,1,1,0,1
150049,positive,5,0,0,0,0,0,0,0
150061,positive,5,0,0,1,0,1,0,0
150103,positive,5,0,0,1,0,0,0,0
150132,positive,5,0,0,1,1,1,0,0
150165,positive,5,0,0,1,1,1,0,0
150194,positive,5,1,0,1,0,1,0,0
150210,positive,5,0,0,1,0,0,0,0
150317,positive,4,0,1,1,1,1,1,0
150329,positive,5,0,0,1,0,1,0,0
150364,positive,4.5,0,0,0,0,0,0,1
150410,positive,5,0,0,1,1,0,0,1
150460,positive,5,0,1,1,0,1,0,1
150495,positive,5,0,1,1,1,1,0,1
150511,positive,5,1,0,0,0,1,0,0
150595,positive,5,1,0,1,0,0,0,0
150611,positive,5,1,0,0,0,0,0,0
150625,positive,4,1,1,1,0,1,1,0
150683,positive,5,0,0,1,0,0,0,0
150790,negative,2,1,0,1,0,1,0,0
150875,positive,5,1,0,1,1,0,0,0
150882,positive,5,1,0,1,0,0,0,0
150885,positive,4,1,0,1,0,0,0,0
150971,negative,2,1,0,0,0,0,0,0
150978,positive,4,1,1,1,1,1,0,1
151005,negative,2,0,0,1,0,0,0,0
151035,negative,1,1,0,0,0,0,0,0
151062,negative,1,1,0,1,0,0,1,0
151128,positive,4,0,0,1,1,1,0,0
151137,positive,4.5,0,0,0,1,0,0,0
