index,sentiment,gpt_Rating,reliability,utility,driving,comfort,interior,fuel_efficiency,technology
55,positive,5,0,1,0,0,0,0,0
87,positive,5,0,0,1,0,0,0,0
125,positive,5,1,1,1,1,0,1,0
174,positive,5,1,0,0,0,0,1,0
213,positive,5,1,0,1,1,0,1,0
309,positive,5,0,1,1,1,1,1,1
341,positive,4.5,1,1,1,1,1,1,1
343,positive,5,1,0,1,0,0,0,0
349,negative,1,0,0,0,0,0,0,1
372,positive,4,1,1,1,0,0,1,0
383,positive,5,1,1,1,1,1,1,0
399,positive,5,0,0,1,0,0,0,0
441,positive,5,0,0,1,0,0,0,0
461,positive,4,1,0,1,1,1,1,0
574,positive,5,1,1,1,0,1,1,0
583,negative,2,1,0,1,1,1,0,0
614,positive,4,1,1,1,0,0,1,0
632,negative,2,0,0,1,1,1,0,0
652,negative,1,1,0,0,0,0,0,0
653,positive,5,0,0,0,0,0,1,0
716,negative,1,1,0,0,0,0,0,0
730,negative,1,1,0,0,0,0,0,1
787,neutral,3,1,0,0,0,0,1,0
815,negative,1,1,0,0,1,1,1,0
885,positive,4,1,0,0,0,0,0,0
891,positive,5,1,0,1,0,0,0,0
910,positive,4,0,1,1,1,1,0,0
934,positive,5,0,0,1,1,1,0,0
940,positive,5,1,0,1,1,1,1,1
991,negative,1,0,0,0,0,0,0,0
1009,positive,5,1,0,0,1,1,1,0
1026,positive,5,0,0,1,1,0,1,0
1042,neutral,3,1,0,1,0,1,0,0
1175,positive,5,1,0,0,0,1,0,0
1186,negative,1,0,0,0,0,0,0,0
1207,positive,4,0,0,1,0,0,0,0
1208,negative,1,1,0,0,0,0,0,0
1264,negative,1,1,0,0,0,1,0,0
1280,positive,5,1,0,1,1,1,1,1
1284,positive,4,0,0,1,1,1,1,1
1424,positive,4,1,0,0,0,0,1,0
1467,negative,1,0,0,0,0,1,1,0
1499,positive,5,0,0,1,0,0,0,0
1544,positive,4,0,1,0,1,1,0,0
1613,negative,1,0,0,0,0,0,0,0
1636,positive,4,1,1,0,1,0,0,0
1659,positive,5,1,1,0,1,1,0,0
1680,positive,5,0,0,1,1,0,0,0
1687,positive,5,1,1,1,1,1,1,0
1689,positive,4,1,0,0,1,0,0,0
1757,negative,1,0,0,0,0,0,0,0
1864,positive,5,1,1,1,1,1,0,1
1884,negative,1,1,0,0,0,0,0,0
1934,positive,5,1,1,1,1,0,0,0
1944,positive,5,1,0,0,0,0,0,0
1957,positive,5,1,1,1,1,1,1,0
1975,positive,5,1,1,0,1,0,0,0
2060,positive,4,1,1,1,1,1,1,0
2091,negative,1,1,0,0,0,0,0,0
2137,positive,4,1,0,0,0,0,0,0
2206,negative,1,1,0,0,0,0,0,0
2215,negative,1,1,0,0,0,0,0,0
2218,positive,4,0,0,1,0,0,0,0
2231,negative,1,1,0,0,0,0,0,0
2243,negative,2,0,0,1,1,1,0,0
2251,positive,4,0,0,1,0,1,0,0
2281,negative,1,1,0,0,0,0,0,0
2296,neutral,3,0,1,0,0,1,0,0
2308,positive,4,0,0,1,1,0,0,0
2339,negative,2,1,0,0,1,0,0,0
2343,positive,4,1,0,1,0,0,1,0
2347,positive,4,1,1,1,1,0,1,0
2359,neutral,3,0,0,1,0,1,1,0
2361,negative,1,1,0,0,0,0,0,0
2371,neutral,3,1,0,1,1,1,1,0
2454,negative,1,1,0,0,0,0,0,0
2468,positive,4,1,0,0,0,0,0,0
2487,positive,5,1,0,0,0,0,0,0
2498,negative,1,1,0,0,1,1,0,0
2514,positive,4,1,0,0,0,1,0,0
2586,positive,4,1,0,1,1,1,1,0
2596,negative,2,0,0,0,0,1,1,0
2625,positive,5,0,0,0,0,0,0,0
2747,positive,4,1,0,0,1,0,0,0
